eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85150337397,,,,SPATIAL GRAPH ATTENTION AND CURIOSITY-DRIVEN POLICY FOR ANTIVIRAL DRUG DISCOVERY,cp,Conference Paper,Wu Y.,,"United States Department of Energy;University of California, Berkeley","Washington, D.C.;Berkeley",United States;United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150337359,,,,A Multi-Task Learning Algorithm for Non-personalized Recommendations,cp,Conference Paper,Anonymous ,,,,,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150337310,,,,HYPERDQN: A RANDOMIZED EXPLORATION METHOD FOR DEEP REINFORCEMENT LEARNING,cp,Conference Paper,Li Z.,,"The Chinese University of Hong Kong, Shenzhen",Shenzhen,China,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150337291,,,,NETWORK INSENSITIVITY TO PARAMETER NOISE VIA ADVERSARIAL REGULARIZATION,cp,Conference Paper,Büchel J.,,IBM Research - Zurich;ETH Zürich,"Ruschlikon;Zurich ZH,",Switzerland;Switzerland,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150337253,,,,OBJECT DYNAMICS DISTILLATION FOR SCENE DECOMPOSITION AND REPRESENTATION,cp,Conference Paper,Tang Q.,,University of Chinese Academy of Sciences;Institute of Automation Chinese Academy of Sciences,Beijing;Beijing,China;China,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150337165,,,,TOWARDS UNDERSTANDING CATASTROPHIC OVER-FITTING IN FAST ADVERSARIAL TRAINING,cp,Conference Paper,Anonymous ,,,,,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150337114,,,,OFFLINE REINFORCEMENT LEARNING WITH VALUE-BASED EPISODIC MEMORY,cp,Conference Paper,Ma X.,,Tsinghua University,Beijing,China,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150337040,,,,CRITICAL POINTS IN QUANTUM GENERATIVE MODELS,cp,Conference Paper,Anschuetz E.R.,,Center for Theoretical Physics,Cambridge,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85150336907,,,,NETWORK AUGMENTATION FOR TINY DEEP LEARNING,cp,Conference Paper,Cai H.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150336881,,,,"FIXED NEURAL NETWORK STEGANOGRAPHY: TRAIN THE IMAGES, NOT THE NETWORK",cp,Conference Paper,Kishore V.,,Cornell University,Ithaca,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150336726,,,,BOOSTING RANDOMIZED SMOOTHING WITH VARIANCE REDUCED CLASSIFIERS,cp,Conference Paper,Horváth M.Z.,,ETH Zürich,"Zurich ZH,",Switzerland,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150336690,,,,MULTI-CRITIC ACTOR LEARNING: TEACHING RL POLICIES TO ACT WITH STYLE,cp,Conference Paper,Mysore S.,,Boston University;Electronic Arts,Boston;,United States;,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150336570,,,,E-LANG: ENERGY-BASED JOINT INFERENCING OF SUPER AND SWIFT LANGUAGE MODELS,cp,Conference Paper,Anonymous ,,,,,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150336534,,,,PERCEIVER IO: A GENERAL ARCHITECTURE FOR STRUCTURED INPUTS &amp; OUTPUTS,cp,Conference Paper,Jaegle A.,,DeepMind,,,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85150336429,,,,SAMPLE EFFICIENT STOCHASTIC POLICY EXTRAGRADIENT ALGORITHM FOR ZERO-SUM MARKOV GAME,cp,Conference Paper,Chen Z.,,The University of Utah,Salt Lake City,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150336374,,,,ROBUST LEARNING MEETS GENERATIVE MODELS: CAN PROXY DISTRIBUTIONS IMPROVE ADVERSARIAL ROBUSTNESS?,cp,Conference Paper,Sehwag V.,,Princeton University,Princeton,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150336371,,,,OPTIMIZER AMALGAMATION,cp,Conference Paper,Huang T.,,Carnegie Mellon University;The University of Texas at Austin,Pittsburgh;Austin,United States;United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150335924,,,,CROSSFORMER: A VERSATILE VISION TRANSFORMER HINGING ON CROSS-SCALE ATTENTION,cp,Conference Paper,Wang W.,,"State Key Lab of CAD&amp;CG, Zhejiang University;Tencent",Hangzhou;Shenzhen,China;China,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150335864,,,,MCMC SHOULD MIX: LEARNING ENERGY-BASED MODEL WITH NEURAL TRANSPORT LATENT SPACE MCMC,cp,Conference Paper,Nijkamp E.,,"University of California, Los Angeles;Salesforce Research",Los Angeles;,United States;,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150335862,,,,WHICH MODEL TO TRUST: ASSESSING THE INFLUENCE OF MODELS ON THE PERFORMANCE OF REINFORCEMENT LEARNING ALGORITHMS FOR CONTINUOUS CONTROL TASKS,cp,Conference Paper,Anonymous ,,,,,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150335654,,,,OFFLINE REINFORCEMENT LEARNING WITH IMPLICIT Q-LEARNING,cp,Conference Paper,Kostrikov I.,,"University of California, Berkeley",Berkeley,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150335588,,,,SCALABLE MULTIMODAL VARIATIONAL AUTOENCODERS WITH SURROGATE JOINT POSTERIOR,cp,Conference Paper,,,,,,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150335488,,,,NEURAL VARIATIONAL DROPOUT PROCESSES,cp,Conference Paper,Jeon I.,,Seoul National University,Seoul,South Korea,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150335245,,,,ENTQA: ENTITY LINKING AS QUESTION ANSWERING,cp,Conference Paper,Zhang W.,,Rutgers University,Montclair,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150335084,,,,TOWARDS A UNIFIED VIEW OF PARAMETER-EFFICIENT TRANSFER LEARNING,cp,Conference Paper,He J.,,Carnegie Mellon University,Pittsburgh,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,34,0,,,,,
2-s2.0-85150335054,,,,EVALUATING MODEL-BASED PLANNING AND PLANNER AMORTIZATION FOR CONTINUOUS CONTROL,cp,Conference Paper,Byravan A.,,DeepMind,,,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150334973,,,,ADAPTIVE FOURIER NEURAL OPERATORS: EFFICIENT TOKEN MIXERS FOR TRANSFORMERS,cp,Conference Paper,Guibas J.,,Stanford University,Palo Alto,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150334926,,,,LEARNING CURVES FOR STOCHASTIC GRADIENT DESCENT ON STRUCTURED FEATURES,cp,Conference Paper,Bordelon B.,,Harvard John A. Paulson School of Engineering and Applied Sciences,Cambridge,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150334704,,,,INFORMATION BOTTLENECK: EXACT ANALYSIS OF (QUANTIZED) NEURAL NETWORKS,cp,Conference Paper,Lorenzen S.S.,,Københavns Universitet,Copenhagen,Denmark,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150334646,,,,ON BRIDGING GENERIC AND PERSONALIZED FEDERATED LEARNING FOR IMAGE CLASSIFICATION,cp,Conference Paper,Chen H.Y.,,The Ohio State University,Columbus,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150333636,,,,UNSUPERVISED VISION-LANGUAGE GRAMMAR INDUCTION WITH SHARED STRUCTURE MODELING,cp,Conference Paper,Wan B.,,Departement Elektrotechniek (ESAT),Leuven,Belgium,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150329881,,,,SPARSITY WINNING TWICE: BETTER ROBUST GENERALIZATION FROM MORE EFFICIENT TRAINING,cp,Conference Paper,Chen T.,,The University of Texas at Austin,Austin,United States,,,,,2022-01-01,2022,ICLR 2022 - 10th International Conference on Learning Representations,,21101141642,,Conference Proceeding,,,,,,,2,0,,,,,
